what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340146742321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340146763065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340146788565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340146824763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340146832963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340146845461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147013708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147014220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147019525
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340147028705
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340147033502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340147045481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147052171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147056753
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340147065671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147088171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147107125
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340147107365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147213743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147275146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147298173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1340147298204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147312491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340147319192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147358423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147378353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340147392727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147397500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147402282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147404020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147407155
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340147409824
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340147497686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340147542899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147545480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147550000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340147567808
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340147583528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340147686704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147688288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147692878
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340147712806
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340147723343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340147728564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147730489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147735097
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1340147752663
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340147755929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340147952989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148178972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148315285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148406156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148619950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148726771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148815959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340148832116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152152489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152152659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152153688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152173261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340152187149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340152347267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152436001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152441211
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340152455305
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340152509570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340152514463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152516124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152521057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340152549324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152551614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340152556928
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340152604584
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340152646465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340153970506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154035748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340154160011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154163086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154166409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154174041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154176172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340154213874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154224542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154229745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154372923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154392729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340154437934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154440382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154445476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340154515080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154517057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154522174
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1340154566579
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340154569523
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340154648856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340154937906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155290207
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340155290295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155295360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155605655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340155643265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155644896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155650290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340155699970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155701760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155706883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340155739244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340155776211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155777863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340155783167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156382809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156629519
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340156645913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156673828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156676023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156677135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156677351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156679758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156679879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156681840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340156687852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340157057006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340157443638
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340157445954
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340157463871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340157465590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207838056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207869749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340207968738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340210901807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340210917492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340210991257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211042330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211047770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211063594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211078115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211103995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211106696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340211131878
